"material_type","county","material_tons_disposed","material_tons_in_curbside_recycle","material_tons_in_curbside_organics","material_tons_in_other_diversion","material_tons_generated_sum_of_all_streams"
"Plastic Grocery and Other Merchandise Bags","Santa Cruz (Countywide)",276.943520332108,45.8370867599532,0.329249530053811,0.0280266428993027,323.137883265014
"Non-Bag Commercial and Industrial Packaging Film","Santa Cruz (Countywide)",600.660215878409,70.4763366606434,0.721129355084573,57.014749085181,728.872430979318
"Film Products","Santa Cruz (Countywide)",18.3606054766887,17.493528149918,0.13879814881546,33.9600525352632,69.9529843106853
"Other Film - Other","Santa Cruz (Countywide)",2360.74778744322,114.955178255584,10.5284341809752,10.566923468438,2496.79832334822
"Durable Plastic Items - #2 and #5 Bulky Rigids","Santa Cruz (Countywide)",180.694773015744,135.219729596779,0,12.0339283836177,327.948430996141
"Durable Plastic Items - Other","Santa Cruz (Countywide)",993.796284982224,52.9012764174805,0.191332639390941,19.1959724436302,1066.08486648273
"Remainder / Composite Plastic","Santa Cruz (Countywide)",4055.44753429106,138.186187276335,2.29038204478092,34.2898681189936,4230.21397173117
"PETE Plastic Containers","Shasta (Countywide)",389.211876294985,178.468062559806,1.72439832502237,46.6718936055553,616.076230785369
"HDPE Plastic Containers","Shasta (Countywide)",292.295575491373,100.927583463666,0.384273195702578,5.17428508897713,398.781717239719
"Miscellaneous Plastic Containers","Shasta (Countywide)",218.630328110249,98.7238337535022,0.997185588777703,5.18233615528506,323.533683607814
"Plastic Trash Bags","Shasta (Countywide)",1326.38101501607,24.9050806661605,0.532835080238874,3.43433815473173,1355.2532689172
"Plastic Grocery and Other Merchandise Bags","Shasta (Countywide)",194.369441227316,36.9076591031282,0.160117564946009,0.0301822985557567,231.467400193946
"Non-Bag Commercial and Industrial Packaging Film","Shasta (Countywide)",293.906826904045,49.3624729017258,0.37530573453844,28.3957432689053,372.040348809215
"Film Products","Shasta (Countywide)",8.60800051086988,6.7498030737545,0.132195592969862,15.5698722511208,31.059871428715
"Other Film - Other","Shasta (Countywide)",1433.78114292903,71.1180987720057,6.01310194401205,5.65340261380205,1516.56574625885
"Durable Plastic Items - #2 and #5 Bulky Rigids","Shasta (Countywide)",111.08997368885,84.6056835686959,0,6.053654254175,201.749311511721
"Durable Plastic Items - Other","Shasta (Countywide)",684.668934918471,34.1026358626525,0.130578809273578,6.51170976186801,725.413859352265
"Remainder / Composite Plastic","Shasta (Countywide)",2611.31714923834,92.7047435224404,2.15734315698695,18.2952668972579,2724.47450281503
"PETE Plastic Containers","Sierra (Countywide)",1.47990180824734,0.894439101123434,0.00203510011327055,0.0484885140530454,2.42486452353709
"HDPE Plastic Containers","Sierra (Countywide)",0.920667352961633,0.599167809420133,1.62620038791769e-05,0.0159359785550798,1.53578740294073
"Miscellaneous Plastic Containers","Sierra (Countywide)",0.968240906389448,0.395412360855268,0.000593563141589958,0.00106781426236076,1.36531464464867
"Plastic Trash Bags","Sierra (Countywide)",4.16232991430617,0.121773146687845,0.00148994805777076,0.000607527256959855,4.28620053630875
"Plastic Grocery and Other Merchandise Bags","Sierra (Countywide)",1.00597881348566,0.15845428801663,0,0.000461195331477262,1.16489429683376
"Non-Bag Commercial and Industrial Packaging Film","Sierra (Countywide)",0.896138266955411,0.10223713504818,0,0.0113265005883332,1.00970190259192
"Film Products","Sierra (Countywide)",0.00295623022518031,0.040307415300411,0,0.000880197631759743,0.0441438431573511
"Other Film - Other","Sierra (Countywide)",4.35555480240924,0.277102246163814,0.000436070613657271,0.00141831206166312,4.63451143124838
"Durable Plastic Items - #2 and #5 Bulky Rigids","Sierra (Countywide)",0.527896773254371,0.406084092244196,0,0.0350373520997995,0.969018217598366
"Durable Plastic Items - Other","Sierra (Countywide)",3.15545157294153,0.159822946453547,0.000406550096979423,1.73033370621549e-06,3.31568279982576
"Remainder / Composite Plastic","Sierra (Countywide)",9.36122928559617,0.44113617631283,0.00359844294871982,0.00321501976587759,9.8091789246236
"PETE Plastic Containers","Siskiyou (Countywide)",80.7520505751341,44.8244422228492,0.336307749619731,11.3002334312694,137.213033978873
"HDPE Plastic Containers","Siskiyou (Countywide)",57.2990150514849,23.1145105964318,0.05997040839478,0.872225260599148,81.3457213169106
"Miscellaneous Plastic Containers","Siskiyou (Countywide)",47.5598246393497,20.2617492685976,0.168890816128458,0.869982557504631,68.8604472815805
"Plastic Trash Bags","Siskiyou (Countywide)",249.421556476165,5.60785766523021,0.0965558197306003,0.77928767240322,255.905257633529
"Plastic Grocery and Other Merchandise Bags","Siskiyou (Countywide)",45.4570297414576,6.80624481677108,0.0358306805959982,0.00437665100050588,52.3034818898252
"Non-Bag Commercial and Industrial Packaging Film","Siskiyou (Countywide)",59.7837277405876,7.09307077340662,0.0756760145257095,6.23387176086785,73.1863462893877
"Film Products","Siskiyou (Countywide)",1.92384510266604,1.93848585655833,0.0190708396415538,3.64577167491786,7.52717347378378
"Other Film - Other","Siskiyou (Countywide)",283.9187096243,18.4994446209459,1.14430869723285,0.659039194531233,304.22150213701
"Durable Plastic Items - #2 and #5 Bulky Rigids","Siskiyou (Countywide)",21.3669445629049,19.479998890371,0,1.11540264883385,41.9623461021097
"Durable Plastic Items - Other","Siskiyou (Countywide)",126.198436276169,8.11553123280322,0.0176087010754212,1.43693763958138,135.768513849629
"Remainder / Composite Plastic","Siskiyou (Countywide)",483.722396406202,18.8657445790039,0.337309057611343,4.43377460858066,507.359224651398
"PETE Plastic Containers","Solano (Countywide)",760.046023779964,339.223933527901,3.57588310273979,92.9693531429468,1195.81519355355
"HDPE Plastic Containers","Solano (Countywide)",575.070948267699,192.594615378923,0.721738726023465,9.8473480284037,778.23465040105
"Miscellaneous Plastic Containers","Solano (Countywide)",430.780488058553,180.602060533712,1.93275413690743,10.4882262074521,623.803528936625
"Plastic Trash Bags","Solano (Countywide)",2619.53612767929,46.1985470521131,1.08287388437219,7.18130309430327,2673.99885171008
"Plastic Grocery and Other Merchandise Bags","Solano (Countywide)",362.314538453507,69.7488963798909,0.331502375427882,0.0634798805140647,432.45841708934
"Non-Bag Commercial and Industrial Packaging Film","Solano (Countywide)",717.576329654734,103.162619645667,0.836062302145494,59.1434687606712,880.718480363217
"Film Products","Solano (Countywide)",18.5394208383447,13.2816443368326,0.244150090229256,33.307900941236,65.3731162066425
"Other Film - Other","Solano (Countywide)",2965.51177787474,139.11100659161,12.8438374756435,12.4260675395529,3129.89268948154
"Durable Plastic Items - #2 and #5 Bulky Rigids","Solano (Countywide)",229.493429632621,157.081169441789,0,12.5937687862737,399.168367860683
"Durable Plastic Items - Other","Solano (Countywide)",1320.82084152656,68.0320620414748,0.219867374322684,15.6207873687347,1404.69355831109
"Remainder / Composite Plastic","Solano (Countywide)",5166.5977339267,165.377558741221,3.96013397795867,54.8453818072731,5390.78080845315
"PETE Plastic Containers","Sonoma (Countywide)",1181.15186042898,555.890982307222,5.56410519883817,167.55213344675,1910.15908138179
"HDPE Plastic Containers","Sonoma (Countywide)",901.739545456405,290.826719839606,1.0145976713445,16.4833736402561,1210.06423660761
"Miscellaneous Plastic Containers","Sonoma (Countywide)",708.916088207682,314.440847774994,2.84913073266762,44.0556192575849,1070.26168597293
"Plastic Trash Bags","Sonoma (Countywide)",4164.87293993418,79.2694204205673,1.65611067140816,14.8877415849749,4260.68621261113
"Plastic Grocery and Other Merchandise Bags","Sonoma (Countywide)",550.732559254574,93.3525340119473,0.677130874085672,0.0702904075384867,644.832514548146
"Non-Bag Commercial and Industrial Packaging Film","Sonoma (Countywide)",1426.05526662056,168.322693169108,1.23612039976839,116.949299022937,1712.56337921238
"Film Products","Sonoma (Countywide)",38.3359676200161,24.569287025962,0.309843353752093,70.2037602377925,133.418858237523
"Other Film - Other","Sonoma (Countywide)",5009.05663651804,233.868693418244,18.9772409152019,20.9125229086943,5282.81509376018
"Durable Plastic Items - #2 and #5 Bulky Rigids","Sonoma (Countywide)",428.546944476524,262.091401046671,0,30.327853421182,720.966198944377
"Durable Plastic Items - Other","Sonoma (Countywide)",1946.16649132399,124.522941767684,0.43767658877941,40.9862815979822,2112.11339127844
"Remainder / Composite Plastic","Sonoma (Countywide)",8211.16612236377,288.367780411044,5.04782562806474,73.0982157836267,8577.67994418651
"PETE Plastic Containers","Stanislaus (Countywide)",957.656067156355,418.736878745878,4.61703050480823,125.376077251329,1506.38605365837
"HDPE Plastic Containers","Stanislaus (Countywide)",740.698227752747,218.2588517064,0.881386630822757,13.9594365803418,973.797902670311
"Miscellaneous Plastic Containers","Stanislaus (Countywide)",586.038472672126,218.821476101496,2.51275548315037,11.0164640169099,818.389168273683
"Plastic Trash Bags","Stanislaus (Countywide)",3490.72936064694,56.1408756323045,1.38154923166084,8.59977924965548,3556.85156476056
"Plastic Grocery and Other Merchandise Bags","Stanislaus (Countywide)",422.97509272025,81.9582909075899,0.398345299435474,0.0755628014121783,505.407291728687
"Non-Bag Commercial and Industrial Packaging Film","Stanislaus (Countywide)",1470.93817034945,148.48425936533,1.11322570534591,70.7673997137335,1691.30305513386
"Film Products","Stanislaus (Countywide)",21.3185475060831,28.4762400156018,0.298993201804512,40.8999155591459,90.9936962826353
"Other Film - Other","Stanislaus (Countywide)",4380.18407473206,170.027646894358,16.7807384448127,11.0146351635584,4578.00709523479
"Durable Plastic Items - #2 and #5 Bulky Rigids","Stanislaus (Countywide)",362.507571690176,196.927730464989,0,28.9391790812213,588.374481236386
"Durable Plastic Items - Other","Stanislaus (Countywide)",1680.34188963201,95.0682910410801,0.275971287705844,17.4814579887979,1793.16760994959
"Remainder / Composite Plastic","Stanislaus (Countywide)",6767.82916815635,202.846236068065,4.72623485631635,59.2908408302445,7034.69247991098
"PETE Plastic Containers","Sutter (Countywide)",169.76611773797,75.6921012485771,0.758698471561,19.1862787530076,265.403196211116
"HDPE Plastic Containers","Sutter (Countywide)",124.80881255128,39.2156542874445,0.116916606917403,2.05525691828956,166.196640363932
"Miscellaneous Plastic Containers","Sutter (Countywide)",94.9607405244636,39.2324586862242,0.376085849638203,1.40145523514458,135.97074029547
"Plastic Trash Bags","Sutter (Countywide)",574.276802213641,10.0960210750289,0.219094918880315,1.28300610904461,585.874924316595
"Plastic Grocery and Other Merchandise Bags","Sutter (Countywide)",82.0541304320084,16.3131109622555,0.0574087518983653,0.00898608686651693,98.4336362330287
"Non-Bag Commercial and Industrial Packaging Film","Sutter (Countywide)",193.044979152489,21.2684557803313,0.177602146590024,10.8968710632235,225.387908142633
"Film Products","Sutter (Countywide)",3.05724435782186,5.73705336325814,0.0388062691494042,5.80735111869697,14.6404551089264
"Other Film - Other","Sutter (Countywide)",674.074692823265,29.9945060909677,2.59194934079567,1.93961499299813,708.600763248026
"Durable Plastic Items - #2 and #5 Bulky Rigids","Sutter (Countywide)",51.9966361250229,34.6728434956706,0,3.35474856186333,90.0242281825568
"Durable Plastic Items - Other","Sutter (Countywide)",311.378898307529,13.3737206285706,0.0474901332034088,2.17734510112097,326.977454170424
"Remainder / Composite Plastic","Sutter (Countywide)",1134.3738042898,36.7429926365473,0.64029507659344,6.8893146538154,1178.64640665675
"PETE Plastic Containers","Tehama (Countywide)",117.64658408981,67.7485523395907,0.36763335912329,13.1559515742809,198.918721362805
"HDPE Plastic Containers","Tehama (Countywide)",76.9911901600521,32.5742558503189,0.0654644830996495,1.67352429116398,111.304434784635
"Miscellaneous Plastic Containers","Tehama (Countywide)",71.2207965132592,27.3508077292708,0.177779670917309,1.15939733237876,99.9087812458261
"Plastic Trash Bags","Tehama (Countywide)",351.556615524152,8.23317057455818,0.100647662785346,0.820211992516528,360.710645754012
"Plastic Grocery and Other Merchandise Bags","Tehama (Countywide)",69.0604471257627,10.0301233875247,0.0373958792730405,0.0144317607538163,79.1423981533143
"Non-Bag Commercial and Industrial Packaging Film","Tehama (Countywide)",108.910469515874,13.7411025845079,0.0789080109794116,6.66553511196444,129.396015223325
"Film Products","Tehama (Countywide)",2.37073465624482,3.17083250294767,0.0211368472693888,3.92079992565521,9.48350393211708
"Other Film - Other","Tehama (Countywide)",414.529539859224,24.7140442466768,1.2013868204516,2.20789929333332,442.652870219685
"Durable Plastic Items - #2 and #5 Bulky Rigids","Tehama (Countywide)",32.0137280405054,27.8453441459974,0,1.71497540713885,61.5740475936417
"Durable Plastic Items - Other","Tehama (Countywide)",200.235643753854,11.395018652485,0.0152964473988508,1.92108565476434,213.567044508503
"Remainder / Composite Plastic","Tehama (Countywide)",746.86557140527,24.9834742311422,0.399070746630011,8.28007719453652,780.528193577579
"PETE Plastic Containers","Tuolumne (Countywide)",112.409570456705,47.7867851317292,0.469347692879429,13.082247903697,173.747951185011
"HDPE Plastic Containers","Tuolumne (Countywide)",77.9687998285601,28.4666906100893,0.101526251536531,0.98127658287993,107.518293273066
"Miscellaneous Plastic Containers","Tuolumne (Countywide)",60.8387218799108,24.612005210455,0.257598958518437,2.14655789711873,87.8548839460029
"Plastic Trash Bags","Tuolumne (Countywide)",380.144527390653,7.25102519245518,0.148566284351431,1.02699729734206,388.571116164802
"Plastic Grocery and Other Merchandise Bags","Tuolumne (Countywide)",51.0529228319678,8.43691309203987,0.0479084480366992,0.00708964518933574,59.5448340172337
"Non-Bag Commercial and Industrial Packaging Film","Tuolumne (Countywide)",78.457316363907,10.1970040416544,0.108311295789922,8.29858149427761,97.061213195629
"Film Products","Tuolumne (Countywide)",2.8810037918588,1.94933254577043,0.0341830352969063,4.76831868375985,9.63283805668599
"Other Film - Other","Tuolumne (Countywide)",400.0084904385,19.8459860895776,1.69596074405327,3.67696050006972,425.2273977722
"Durable Plastic Items - #2 and #5 Bulky Rigids","Tuolumne (Countywide)",31.9549295650693,19.1041818207814,0,0.997007206362377,52.0561185922131
"Durable Plastic Items - Other","Tuolumne (Countywide)",178.681420373803,7.49999885887465,0.0292461976014572,2.0964104155439,188.307075845823
"Remainder / Composite Plastic","Tuolumne (Countywide)",747.059435839417,22.0317390550927,0.567842567661988,5.58861107486513,775.247628537036
"PETE Plastic Containers","Trinity (Countywide)",21.6229093013352,14.3375057508486,0.0757915776919254,2.28796596600014,38.3241725958759
"HDPE Plastic Containers","Trinity (Countywide)",13.8790268826432,7.68005941654637,0.00796583474054665,0.179954640988685,21.7470067749188
"Miscellaneous Plastic Containers","Trinity (Countywide)",13.5823802762448,5.52914962363821,0.0298588850930037,0.153230628406634,19.2946194133827
"Plastic Trash Bags","Trinity (Countywide)",58.004564266055,1.60206452108868,0.0235734370106421,0.11907153379434,59.7492737579487
"Plastic Grocery and Other Merchandise Bags","Trinity (Countywide)",14.1956566893431,1.70843727664759,0.00541308740401448,0.00273568502011964,15.9122427384149
"Non-Bag Commercial and Industrial Packaging Film","Trinity (Countywide)",10.8837430067188,1.25766094830489,0.0161599822685109,0.951129102608253,13.1086930399004
"Film Products","Trinity (Countywide)",0.338820772422066,0.395831978948402,0.00242719777256139,0.570299817349108,1.30737976649214
"Other Film - Other","Trinity (Countywide)",66.6659225215697,5.19354095272013,0.22545631656966,0.167594534177181,72.2525143250367
"Durable Plastic Items - #2 and #5 Bulky Rigids","Trinity (Countywide)",5.57905719911338,5.67704728597261,0,0.174386079280596,11.4304905643666
"Durable Plastic Items - Other","Trinity (Countywide)",32.6012528289474,2.09741551442089,0.00289666944097839,0.275831069860532,34.9773960826698
"Remainder / Composite Plastic","Trinity (Countywide)",119.740459847776,5.16597599402358,0.0651387444911352,1.13011784360852,126.101692429899
"PETE Plastic Containers","Tulare (Countywide)",731.647679714217,299.168847174087,2.93955640244935,102.267711125312,1136.02379441607
"HDPE Plastic Containers","Tulare (Countywide)",546.999960369937,156.873751983403,0.615414045324434,10.4187508030686,714.907877201733
"Miscellaneous Plastic Containers","Tulare (Countywide)",416.195128996194,150.150368100125,1.68331117290695,6.73986860013139,574.768676869358
"Plastic Trash Bags","Tulare (Countywide)",2653.76185381046,44.5600844070572,0.875881902032106,6.31730887422524,2705.51512899377
"Plastic Grocery and Other Merchandise Bags","Tulare (Countywide)",333.57158426257,64.5547538190032,0.288488481117126,0.0608042058266895,398.475630768517
"Non-Bag Commercial and Industrial Packaging Film","Tulare (Countywide)",1116.6086195102,101.332179160144,0.709462636178526,52.7322353978769,1271.3824967044
"Film Products","Tulare (Countywide)",15.1723091855695,41.0229686638661,0.207756571246624,29.2930772758842,85.6961116965665
"Other Film - Other","Tulare (Countywide)",3106.23382602717,134.885900880222,10.8915948313067,8.30246808279371,3260.31378982149
"Durable Plastic Items - #2 and #5 Bulky Rigids","Tulare (Countywide)",239.251861896003,133.653879660652,0,16.289198067716,389.194939624371
"Durable Plastic Items - Other","Tulare (Countywide)",1450.72418758161,59.5948730010475,0.16096842902279,11.5658457668937,1522.04587477857
"Remainder / Composite Plastic","Tulare (Countywide)",5132.51661349789,143.326805469801,3.2901027614283,39.0890231228269,5318.22254485194
"PETE Plastic Containers","Ventura (Countywide)",1792.03490019227,809.212457879453,9.7269764087424,229.947224949005,2840.92155942947
"HDPE Plastic Containers","Ventura (Countywide)",1382.09060713636,427.875752538598,1.21175300416774,25.4085420124897,1836.58665469161
"Miscellaneous Plastic Containers","Ventura (Countywide)",996.73284671215,544.871564827612,4.56429549709586,71.3154043308834,1617.48411136774
"Plastic Trash Bags","Ventura (Countywide)",6400.874575704,111.484183436182,2.84525578471992,17.7264304454623,6532.93044537036
"Plastic Grocery and Other Merchandise Bags","Ventura (Countywide)",857.679731597811,155.92946795097,0.78464176057687,0.089048209317148,1014.48288951868
"Non-Bag Commercial and Industrial Packaging Film","Ventura (Countywide)",1926.73509711854,295.231017639755,2.10395086217832,142.734224610969,2366.80429023144
"Film Products","Ventura (Countywide)",48.360220202303,47.4910696501812,0.367200348734645,81.72117129853,177.939661499749
"Other Film - Other","Ventura (Countywide)",7215.11580798956,348.847456669276,30.4099851180398,25.4963768324146,7619.86962660929
"Durable Plastic Items - #2 and #5 Bulky Rigids","Ventura (Countywide)",592.539968266224,368.698795077931,0,29.1735546717443,990.4123180159
"Durable Plastic Items - Other","Ventura (Countywide)",3346.44964490338,161.694450159741,0.912654148956681,66.9260967642975,3575.98284597637
"Remainder / Composite Plastic","Ventura (Countywide)",13222.048691564,480.958418156267,6.07038096020109,142.611106218546,13851.6885968991
"PETE Plastic Containers","Yolo (Countywide)",420.204174656125,231.51225503837,2.06808127660799,42.6834572091948,696.467968180298
"HDPE Plastic Containers","Yolo (Countywide)",320.505196023406,115.611017381023,0.256250858539814,8.46683323997378,444.839297502943
"Miscellaneous Plastic Containers","Yolo (Countywide)",264.858990760634,132.726860576484,0.866880865139999,9.61994211987724,408.072674322135
"Plastic Trash Bags","Yolo (Countywide)",1451.44797764574,30.0990442539723,0.595884516000417,4.54851121543358,1486.69141763115
"Plastic Grocery and Other Merchandise Bags","Yolo (Countywide)",230.387013072128,35.8380975763456,0.20376707349499,0.0754408081926918,266.504318530161
"Non-Bag Commercial and Industrial Packaging Film","Yolo (Countywide)",577.166030850432,94.6792116241355,0.429461382433401,36.0608924868134,708.335596343814
"Film Products","Yolo (Countywide)",11.7136487038396,10.4702770878839,0.0721368957047562,21.616666166938,43.8727288543663
"Other Film - Other","Yolo (Countywide)",1808.9474574978,83.9479957955952,6.26152861267697,6.44950127691814,1905.60648318299
"Durable Plastic Items - #2 and #5 Bulky Rigids","Yolo (Countywide)",158.753270726693,100.130232828286,0,9.69746866135105,268.580972216331
"Durable Plastic Items - Other","Yolo (Countywide)",798.881031030718,43.7965736103693,0.187699097899187,11.3261234840913,854.191427223078
"Remainder / Composite Plastic","Yolo (Countywide)",3098.53011675075,115.529134797502,1.30729035845725,30.9816762080258,3246.34821811473
"PETE Plastic Containers","Yuba (Countywide)",90.195796064914,49.7136707952502,0.349214802722246,12.2465885429045,152.505270205791
"HDPE Plastic Containers","Yuba (Countywide)",62.4978980313027,28.3920182026222,0.0765093836644874,1.0672800444244,92.0337056620138
"Miscellaneous Plastic Containers","Yuba (Countywide)",55.076155835939,21.9105448735114,0.208624307444029,0.705896043736332,77.9012210606308
"Plastic Trash Bags","Yuba (Countywide)",293.147663158543,6.0575128133959,0.117745725612456,0.633022637352252,299.955944334903
"Plastic Grocery and Other Merchandise Bags","Yuba (Countywide)",51.0718351067847,7.36882737159031,0.0301743212294352,0.0128393070443733,58.4836761066488
"Non-Bag Commercial and Industrial Packaging Film","Yuba (Countywide)",65.0994705919248,8.22769570542949,0.0768584522526737,5.15933360118975,78.5633583507967
"Film Products","Yuba (Countywide)",1.61161438077611,2.5921459404912,0.0266991754981753,2.94113101881761,7.17159051558309
"Other Film - Other","Yuba (Countywide)",314.466952684772,17.8829717976234,1.21641213846887,0.983766095564527,334.550102716429
"Durable Plastic Items - #2 and #5 Bulky Rigids","Yuba (Countywide)",24.5786493921826,20.3902068782718,0,0.988413653700369,45.9572699241548
"Durable Plastic Items - Other","Yuba (Countywide)",155.960548264313,6.97987736151702,0.0183201637451352,1.18736457736331,164.146110366939
"Remainder / Composite Plastic","Yuba (Countywide)",573.165052918213,20.382957592665,0.491125650381428,3.99593359147053,598.03506975273
